,idCoor,Latitud,Longitud
0,9d3a65900e8c4c24a81e9849572372ab,0.8818747905120095,-78.4119977090763
1,1dbad83ecfbd4f84814d5bd6c91655a0,0.8834926890979634,-78.76806114920002
2,7087bdfea93347fa8ecd9cef2f42b776,0.8940598838864844,-78.96885217461501
3,c9569006ce944e508b37fee8cf3b3364,0.7677918040440793,-78.14640122125189
4,d37ec02a65024797958a594bd36d1b05,0.05499018272484849,-78.02435939391553
5,2cf8f9349d474c318b83a06d9f6c117b,0.36357580998051814,-78.49543357559125
6,0413a5cd240142ef883f1869dfaf84c4,0.24464296422432646,-78.12800357281365
7,a330bf1af15d4bbd8e572e1b385240ad,0.30606653875612305,-78.88155310101831
8,285c9fe3f1c7481d9710310b986fed44,0.6539163664527803,-78.22036145351505
9,3b3a3b091eaa4e5daa387a87c68ff164,0.0874061730189906,-78.42349495897953
10,de5b8457d85747ed9c11d69f0c3e654d,0.4743744241859746,-78.33421921673303
11,0ea1845bc1324e8b8654adebde78ec75,0.3070164604194761,-78.62267265303281
12,94a382799a4548f9b4d200de567479cf,0.355166341522432,-78.26657207932492
13,88be4ecf8fb442a3b104785b1231d3d6,0.8889496731762572,-78.92650128030347
14,826b1fec0b614c0f9cdff8997bc8ac08,0.5907526585026714,-78.21599870073963
15,e2c96cb1f41e4281bec51cf53fd88153,0.6082935958929176,-78.13303136944234
16,384dcf235da2408ea22a92a03cde24b6,0.685151408686402,-78.37559054135694
17,ec7a862571814c5d8888ea569ac31c05,0.4557572965809139,-78.8584235093188
18,31c5fb547b714c27a7f2ef269e5cd1e9,0.6987612006032605,-78.78807346033
19,bc3fa1a3d46e4c268c8346faffa38dab,0.7510179467711104,-78.17493599317493
20,c96144ade3794cf495e8136a2faaef78,0.5252001415585699,-78.051018464364
21,ab3f3ffb0c47435e98bce9ec11d3405d,0.2564851535947499,-78.27813248947123
22,8485b74189a14039a35d894b41ca7ddb,0.5481478565186867,-78.25501772228571
23,0efea43e5213407dabcad7d54c2c62d1,0.41236713827747273,-78.4651053593182
24,28a26b45de594af6b77d2e4254c047e1,0.26717534741555743,-78.78947201103111
25,0b2d3a54a559414a9a737e84797c09d7,0.5786382950941771,-78.15013008709299
26,79017c2dded345b6b246cbb1417cae88,0.3723890673661118,-78.03460603633543
27,5335268f95c94dafba3de338da727177,0.01829524757397647,-78.85760633749024
28,022802bed12542a9b306a58f8cf96cc2,0.6072780450182992,-78.0619939185898
29,ea61c142c0ce4f49a8b90a68db95d233,0.5292111476883409,-78.0636042695078
30,c30543b02a84404a9f0015c4c0438947,0.441194238985578,-78.963384431772
31,fd34d1437e224e30a4bbcecd88ada79a,0.16035069368524,-78.60793787253509
32,184be3dc22a74834a8e881c7345ad0f4,0.2900471004595134,-78.47367416922151
33,a222629bd35340978ba177a802e26ba3,0.5098991534069971,-78.51397969840829
34,1b758c1adb0047d8a6f454159d914783,0.3732490942479467,-78.86282041228147
35,14f737a3aacf4d7185ce9961378ce999,0.7813234265300633,-78.53795778100861
36,bddb061e15bd446bb9084391c236722f,0.10630782514594377,-78.121124350053
37,291b92e99e6042e3987fb4588e32bb67,0.3761405204617049,-78.75553437227107
38,ab0d126cc50349d3b7b9445a5e213c63,0.5926172044807347,-78.74369203664625
39,7bccf584b02e40f5b715f7b5d1143059,0.4284212972494193,-78.83357830248103
